-1.401143434394492404e+00,4.965361346088544708e-02,5.179118586594522178e-01
5.534074058501540216e-01,5.191521412794856127e-01,-5.552684199384658736e-01
1.277871944088519784e+00,7.105186505712227651e-01,-2.324025019265726077e-01
-1.592730783316967491e+00,-2.670527151809800048e-01,-2.987808802856301571e-01
-1.433773044517021145e+00,-2.560097095839415915e-01,-2.355441334272099230e-01
-1.672209652716941441e+00,-2.725742179794983788e-01,-3.303992537148224828e-01
-1.405839550714507613e+00,1.077203939341905725e+00,-1.894803985233450838e-01
-5.532753550964778499e-01,-5.631165606865505824e-01,-4.481568802325033851e-01
1.380588190970994056e+00,3.076804128176584996e+00,-8.621126507762860713e-01
7.402986384526133445e-01,1.863408795802362627e+00,-4.459679381761884609e-01
1.689982054174562043e+00,-1.939641904306748987e+00,3.291059490172636437e-01
1.172750464084549193e+00,-8.733900295396761493e-01,1.623677617424558808e-02
-5.532753550964778499e-01,-5.631165606865505824e-01,-4.481568802325035517e-01
-1.955728035355063898e+00,-9.704141605498304290e-01,2.508798410961309289e-01
1.558515618670868186e+00,3.865286565373819982e-01,2.000128511536571896e-01
-4.737964856965043436e-01,-5.575950578880340958e-01,-4.165385068032965710e-01
2.478307147015038403e+00,1.245407039805363630e-01,-1.639917031459185714e-02
-8.367937377346000849e-01,-1.260956503256891015e+00,1.331222145784611566e-01
-1.405839550714507613e+00,1.077203939341905725e+00,-1.894803985233449173e-01
-1.592730783316968379e+00,-2.670527151809737321e-01,-2.987808802856269375e-01
1.846173865507022782e+00,-3.435178101117328936e-02,-7.695344423665656519e-01
-9.957514765345467644e-01,-1.271999508853923988e+00,6.988546772004740337e-02
1.638436678577101624e+00,-6.119497581794186569e-01,3.435513104919250549e-01
-1.955728035355063898e+00,-9.704141605498304290e-01,2.508798410961309289e-01
2.274009038847056630e+00,-6.925884460790031616e-01,9.427206060021099676e-02
-1.717291427155143158e+00,-9.538496521542809692e-01,3.457349613837512603e-01
-7.140647607893932935e-01,-1.200225854228473610e+00,1.629792660517579150e-01
-5.036384935122858453e-01,2.471154119051432563e+00,2.043854441017982637e-01
-1.768836802752603576e+00,3.738424939730490282e-01,3.601803228584126715e-01
