5.730351078964379674e-02,1.274650801239801678e+00,1.661969010167615224e+00,-1.575971246209640020e+00
9.587686870220974988e-01,-7.614403517998489246e-01,-1.628898785847568309e+00,-7.571682748783672978e-02
-3.913473564749740674e-02,-8.101752738083276562e-01,8.468107940888666141e-01,-2.874376710197224405e+00
3.672175114382518202e-01,-8.029014040544946162e-02,1.120973299617889385e+00,6.611171515377453067e-01
1.325258639535507599e-01,1.186713640272748505e-01,1.126381629929142481e+00,6.339250496478295860e-01
4.845633351806024058e-01,-1.797708926218115344e-01,1.118269134462262837e+00,6.747132024827031671e-01
7.860414542301121799e-01,8.723668478322829101e-01,-9.586707389774562493e-02,9.253206603672470276e-01
7.310628155460621169e-01,-9.053536035467190102e-01,6.747588690160648550e-01,-1.228270765463090330e-01
1.225772974327181464e+00,-3.592829911944767085e-01,-2.130569828647755681e+00,-9.528524384587827578e-02
1.377592629813957581e+00,1.912166364378831140e-01,-2.845739159363203541e+00,1.884866813416647968e-01
-1.288165127867199056e+00,-6.929895487078697736e-01,-4.358446147602171306e-01,7.981951883539689652e-02
-1.102268572320244333e+00,-6.691592740294108888e-01,1.030623819934723517e+00,6.880894830571888665e-01
7.310628155460621169e-01,-9.053536035467190102e-01,6.747588690160648550e-01,-1.228270765463090330e-01
3.651259482132331868e-01,7.383565918978740594e-01,8.245256493241663875e-01,1.046023024136457091e-01
-1.028169021761546897e+00,5.482067003664876648e-01,-2.613075611672514009e-01,1.076842983725153635e+00
6.137169918037115313e-01,-8.058728513303567986e-01,6.774630341716914028e-01,-1.364231274912668934e-01
-1.219287093077371820e+00,-2.605370361243745103e-01,-1.348124842515249666e+00,8.597497239541245229e-01
6.116254285786929534e-01,1.277388097296672242e-02,3.810153838779683499e-01,-6.929379766153664910e-01
7.860414542301121799e-01,8.723668478322829101e-01,-9.586707389774562493e-02,9.253206603672470276e-01
3.672175114382518202e-01,-8.029014040544946162e-02,1.120973299617889385e+00,6.611171515377453067e-01
-1.101536532837040561e+00,-1.136640214262742754e+00,-6.943209955411699941e-02,9.715985110017477666e-03
8.463170760633940137e-01,-1.861876234597578117e-01,3.756070535667152543e-01,-6.657458747254507703e-01
-5.173037138482871056e-01,-3.877481711922403651e-02,-1.660797483742731728e+00,3.848111804997721430e-01
3.651259482132331868e-01,7.383565918978740594e-01,8.245256493241663875e-01,1.046023024136457091e-01
-2.276355025586176417e+00,6.734407131551100045e-01,-3.471584485968966516e-01,-6.662255589963271829e-01
1.308847698618159638e-02,1.036798848546960583e+00,8.326381447910460309e-01,6.381414957877207250e-02
-2.961067259713827671e-01,3.309091913215524428e-01,-2.431546210960037202e-01,-1.834089756045486630e-01
1.487529833408172963e-01,2.720350606017273964e+00,-1.288369961012741260e+00,1.067159710692127561e+00
7.839498910050936020e-01,1.691013580135606542e+00,-3.923147241914686223e-01,3.688058112431473745e-01
-9.235865497276044556e-01,1.013998133974534310e+00,1.150719116329781411e+00,5.115605911432086206e-01
-3.320353741437585549e-01,3.328479225801348473e-01,-1.599152969135676727e+00,-2.252733878823733327e-01
1.267232582080273007e+00,-5.217736752534890554e-02,-5.447856696551968136e-01,1.549724832281504372e-01
3.651259482132331868e-01,7.383565918978740594e-01,8.245256493241663875e-01,1.046023024136457091e-01
